,Title,Authors,Journal,Year,Link Abstract,Link HTML,Link PDF
113,The Normal Incidence Goos-Hänchen Shift,"Dumelow, Thomas; Lima, Francinete; da Costa, José A.; Albuquerque, Eudenilson L.","Quantum Electronics and Laser Science Conference, Paper# QThF4 ",2008,https://www.osapublishing.org/abstract.cfm?uri=qels-2008-QThF4&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=qels-2008-QThF4&seq=0&origin=search
114,Realization of “trapped rainbow” in 1D slab waveguide with surface dispersion engineering,"Yang, Rui; Zhu, Wenkan; Li, Jingjing",Optics Express 23(5) 6326-6335 ,2015,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-23-5-6326&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-5-6326&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-5-6326&seq=0&origin=search
115,Energy motion on total internal reflection of an electromagnetic wave packet,"Fedoseyev, V. G.",Journal of the Optical Society of America A 3(6) 826-829 ,1986,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-3-6-826&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-3-6-826&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-3-6-826&seq=0&origin=search
116,Fresnel phase matching for three-wave mixing in isotropic semiconductors,"Haïdar, Riad; Forget, Nicolas; Kupecek, Philippe; Rosencher, Emmanuel",Journal of the Optical Society of America B 21(8) 1522-1534 ,2004,https://www.osapublishing.org/josab/abstract.cfm?uri=josab-21-8-1522&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-21-8-1522&seq=0&html=true&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-21-8-1522&seq=0&origin=search
117,Optical beam shifts in graphene and single-layer boron-nitride,"Merano, Michele",Optics Letters 41(24) 5780-5783 ,2016,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-41-24-5780&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-41-24-5780&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-41-24-5780&seq=0&origin=search
118,Time delay associated with total reflection of a plane wave upon plasma mirror,"Liu, Xiangmin; Cao, Zhuangqi; Zhu, Pengfei; Shen, Qishun",Optics Express 14(8) 3588-3593 ,2006,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-14-8-3588&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-14-8-3588&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-14-8-3588&seq=0&origin=search
119,Polarimetric measurement method to calculate optical beam shifts,"Prajapati, Chandravati; Pidishety, Shankar; Viswanathan, Nirmal K.",Optics Letters 39(15) 4388-4391 ,2014,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-39-15-4388&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-39-15-4388&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-39-15-4388&seq=0&origin=search
120,Goos–Hänchen effect around and off the critical angle,"Lai, H. M.; Cheng, F. C.; Tang, W. K.",Journal of the Optical Society of America A 3(4) 550-557 ,1986,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-3-4-550&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-3-4-550&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-3-4-550&seq=0&origin=search
121,Optical temperature sensing based on the Goos–Hänchen effect,"Chen, Chih-Wei; Lin, Wen-Chi; Liao, Lu-Shing; Lin, Zheng-Hung; Chiang, Hai-Pang; Leung, Pui-Tak; Sijercic, Edin; Tse, Wan-Sun",Applied Optics 46(22) 5347-5351 ,2007,https://www.osapublishing.org/ao/abstract.cfm?uri=ao-46-22-5347&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-46-22-5347&seq=0&html=true&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-46-22-5347&seq=0&origin=search
122,The Goos-Hänchen effect for surface plasmon polaritons,"Huerkamp, Felix; Leskova, Tamara A.; Maradudin, Alexei A.; Baumeier, Björn",Optics Express 19(16) 15483-15489 ,2011,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-19-16-15483&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-19-16-15483&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-19-16-15483&seq=0&origin=search
123,Oscillating wave displacement sensor using the enhanced Goos–Hänchen effect in a symmetrical metal-cladding optical waveguide,"Yu, Tianyi; Li, Honggen; Cao, Zhuangqi; Wang, Yi; Shen, Qishun; He, Ying",Optics Letters 33(9) 1001-1003 ,2008,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-33-9-1001&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-33-9-1001&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-33-9-1001&seq=0&origin=search
124,Goos-Hänchen effect observed for focused x-ray beams under resonant mode excitation,"Zhong, Qi; Melchior, Lars; Peng, Jichang; Huang, Qiushi; Wang, Zhanshan; Salditt, Tim",Optics Express 25(15) 17431-17445   [Editors' Pick,2017,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-25-15-17431&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-25-15-17431&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-25-15-17431&seq=0&origin=search
125,Nonreciprocal Goos-Hänchen Shift on Oblique Incidence Reflection off Antiferromagnets,"Dumelow, Thomas; Lima, Francinete; da Costa, José A.; Albuquerque, Eudenilson L.","Frontiers in Optics, Paper# FTuX4 ",2009,https://www.osapublishing.org/abstract.cfm?uri=fio-2009-FTuX4&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=fio-2009-FTuX4&seq=0&origin=search
126,Amplified total internal reflection,"Fan, J.; Dogariu, A.; Wang, L. J.",Optics Express 11(4) 299-308 ,2003,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-11-4-299&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-11-4-299&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-11-4-299&seq=0&origin=search
127,Nonreciprocity in the Goos–Hänchen shift on oblique incidence reflection off antiferromagnets,"Lima, F.; Dumelow, T.; Albuquerque, E. L.; da Costa, J. A.P.",Journal of the Optical Society of America B 28(2) 306-313 ,2011,https://www.osapublishing.org/josab/abstract.cfm?uri=josab-28-2-306&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-28-2-306&seq=0&html=true&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-28-2-306&seq=0&origin=search
128,Lateral and focal shifts of phase-conjugated beams in photorefractive materials,"Papen, George C.; Saleh, Bahaa E. A.",Optics Letters 14(14) 745-747 ,1989,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-14-14-745&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-14-14-745&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-14-14-745&seq=0&origin=search
129,The Imbert-Fedorov and Goos-Hänchen Shift at Metamaterial Interfaces,"Paul, Thomas; Menzel, Christoph; Rockstuhl, Carsten; Lederer, Falk","Conference on Lasers and Electro-Optics, Paper# JTuA121 ",2008,https://www.osapublishing.org/abstract.cfm?uri=cleo-2008-JTuA121&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=cleo-2008-JTuA121&seq=0&origin=search
130,The Imbert-Fedorov and Goos-Hänchen Shift at Metamaterial Interfaces,"Paul, Thomas; Menzel, Christoph; Rockstuhl, Carsten; Lederer, Falk","Quantum Electronics and Laser Science Conference, Paper# JTuA121 ",2008,https://www.osapublishing.org/abstract.cfm?uri=qels-2008-JTuA121&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=qels-2008-JTuA121&seq=0&origin=search
131,Focal shift and ray model for total internal reflection,"Carniglia, C. K.; Brownstein, K. R.",Journal of the Optical Society of America 67(1) 121-122 ,1977,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-67-1-121&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-67-1-121&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-67-1-121&seq=0&origin=search
132,1.5 mm light beam shift arising from 14 pm variation of wavelength,"Hao, Jun; Li, Honggen; Yin, Cheng; Cao, Zhuangqi",Journal of the Optical Society of America B 27(6) 1305-1308 ,2010,https://www.osapublishing.org/josab/abstract.cfm?uri=josab-27-6-1305&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-27-6-1305&seq=0&html=true&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-27-6-1305&seq=0&origin=search
133,The Normal Incidence Goos-Hänchen Shift,"Dumelow, Thomas; Lima, Francinete; da Costa, José A.; Albuquerque, Eudenilson L.","Quantum Electronics and Laser Science Conference, Paper# QThF4 ",2008,https://www.osapublishing.org/abstract.cfm?uri=qels-2008-QThF4&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=qels-2008-QThF4&seq=0&origin=search
134,Realization of “trapped rainbow” in 1D slab waveguide with surface dispersion engineering,"Yang, Rui; Zhu, Wenkan; Li, Jingjing",Optics Express 23(5) 6326-6335 ,2015,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-23-5-6326&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-5-6326&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-5-6326&seq=0&origin=search
135,Energy motion on total internal reflection of an electromagnetic wave packet,"Fedoseyev, V. G.",Journal of the Optical Society of America A 3(6) 826-829 ,1986,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-3-6-826&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-3-6-826&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-3-6-826&seq=0&origin=search
136,Fresnel phase matching for three-wave mixing in isotropic semiconductors,"Haïdar, Riad; Forget, Nicolas; Kupecek, Philippe; Rosencher, Emmanuel",Journal of the Optical Society of America B 21(8) 1522-1534 ,2004,https://www.osapublishing.org/josab/abstract.cfm?uri=josab-21-8-1522&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-21-8-1522&seq=0&html=true&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-21-8-1522&seq=0&origin=search
137,Optical beam shifts in graphene and single-layer boron-nitride,"Merano, Michele",Optics Letters 41(24) 5780-5783 ,2016,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-41-24-5780&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-41-24-5780&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-41-24-5780&seq=0&origin=search
138,Time delay associated with total reflection of a plane wave upon plasma mirror,"Liu, Xiangmin; Cao, Zhuangqi; Zhu, Pengfei; Shen, Qishun",Optics Express 14(8) 3588-3593 ,2006,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-14-8-3588&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-14-8-3588&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-14-8-3588&seq=0&origin=search
139,Polarimetric measurement method to calculate optical beam shifts,"Prajapati, Chandravati; Pidishety, Shankar; Viswanathan, Nirmal K.",Optics Letters 39(15) 4388-4391 ,2014,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-39-15-4388&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-39-15-4388&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-39-15-4388&seq=0&origin=search
140,Exact-image method for Gaussian-beam problems involving a planar interface,"Lindell, Ismo V.",Journal of the Optical Society of America A 4(12) 2185-2190 ,1987,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-4-12-2185&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-4-12-2185&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-4-12-2185&seq=0&origin=search
141,Influence of total reflection on the imaging quality of optical systems,"Miks, Antonin; Novak, Jiri; Novak, Pavel",Journal of the Optical Society of America A 22(1) 168-173 ,2005,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-22-1-168&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-22-1-168&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-22-1-168&seq=0&origin=search
142,Waveguide loss evaluation by the ray-optics method,"Miyagi, Mitsunobu; Kawakami, Shojiro",Journal of the Optical Society of America 73(4) 486-489 ,1983,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-73-4-486&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-73-4-486&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-73-4-486&seq=0&origin=search
143,Limits to superweak amplification of beam shifts,"Götte, Jörg B.; Dennis, Mark R.",Optics Letters 38(13) 2295-2297 ,2013,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-38-13-2295&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-38-13-2295&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-38-13-2295&seq=0&origin=search
144,Beam shifts of Far-Infrared Radiation on Reflection off the Anisotropic Crystal LiYF4,"Macêdo, Rair; Dumelow, Thomas; da Costa, José A. P.","Latin America Optics and Photonics Conference, Paper# LT2A.20 ",2012,https://www.osapublishing.org/abstract.cfm?uri=laop-2012-LT2A.20&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=laop-2012-LT2A.20&seq=0&origin=search
145,Controlling transverse shift of the reflected light via high refractive index with zero absorption,"Zhang, Xiao-Jun; Wang, Hai-Hua; Liu, Cheng-Zhi; Zhang, Guo-Wan; Wang, Lei; Wu, Jin-Hui",Optics Express 25(9) 10335-10344 ,2017,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-25-9-10335&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-25-9-10335&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-25-9-10335&seq=0&origin=search
146,Radial mode dependence of optical beam shifts,"Hermosa, N.; Aiello, Andrea; Woerdman, J. P.",Optics Letters 37(6) 1044-1046 ,2012,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-37-6-1044&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-37-6-1044&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-37-6-1044&seq=0&origin=search
147,Nonspecular effects on reflection from absorbing media at and around Brewster’s dip,"Lai, H. M.; Chan, S. W.; Wong, W. H.",Journal of the Optical Society of America A 23(12) 3208-3216 ,2006,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-23-12-3208&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-23-12-3208&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-23-12-3208&seq=0&origin=search
148,Symmetric and adjustable phase of higher-order reflected light from two-dimensional photonic crystal,"Dai, Qiao-Feng; Lan, Sheng; Wang, He-Zhou",Journal of the Optical Society of America B 27(3) 358-362 ,2010,https://www.osapublishing.org/josab/abstract.cfm?uri=josab-27-3-358&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-27-3-358&seq=0&html=true&origin=search,https://www.osapublishing.org/josab/viewmedia.cfm?URI=josab-27-3-358&seq=0&origin=search
149,Determination of the Goos-Hänchen shift in dielectric waveguides via photo emission electron microscopy in the visible spectrum,"Stenmark, Theodore; Word, R. C.; Könenkamp, R.",Optics Express 24(4) 3839-3848 ,2016,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-24-4-3839&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-24-4-3839&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-24-4-3839&seq=0&origin=search
150,Nonlinear Goos-Hänchen shift of Nematicons at a bias-controlled dielectric interface,"Peccianti, Marco; Assanto, Gaetano; Dyadyusha, Andriy; Kaczmarek, Malgosia","International Quantum Electronics Conference, Paper# IE7_6 ",2007,https://www.osapublishing.org/abstract.cfm?uri=iqec-2007-IE7_6&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=iqec-2007-IE7_6&seq=0&origin=search
151,Behavior of obliquely incident vector Bessel beams at planar interfaces,"Salem, Mohamed A.; Bağcı, Hakan",Journal of the Optical Society of America A 30(6) 1172-1179 ,2013,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-30-6-1172&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-30-6-1172&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-30-6-1172&seq=0&origin=search
152,Numerical study of the displacement of a three-dimensional Gaussian beam transmitted at total internal reflection. Near-field applications,"Baida, Fadi I.; Van Labeke, Daniel; Vigoureux, Jean-Marie",Journal of the Optical Society of America A 17(5) 858-866 ,2000,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-17-5-858&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-17-5-858&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-17-5-858&seq=0&origin=search
153,Enhanced displacements in reflected beams at hyperbolic metamaterials,"Xu, Chenran; Xu, Jingping; Song, Ge; Zhu, Chengjie; Yang, Yaping; Agarwal, Girish S.",Optics Express 24(19) 21767-21776 ,2016,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-24-19-21767&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-24-19-21767&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-24-19-21767&seq=0&origin=search
154,Direct high precision measurement of optical Goos-Hänchen Shift,"Schwefel, H. G. L.; Köhler, W.; Lu, Z. H.; Wang, L. J.; Fan, J.","International Quantum Electronics Conference, Paper# ID_4 ",2007,https://www.osapublishing.org/abstract.cfm?uri=iqec-2007-ID_4&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=iqec-2007-ID_4&seq=0&origin=search
155,Effect of Goos-Hänchen shifts on pulse widths in optical waveguides,"White, I A.; Pask, C.",Applied Optics 16(9) 2353-2355 ,1977,https://www.osapublishing.org/ao/abstract.cfm?uri=ao-16-9-2353&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-16-9-2353&seq=0&html=true&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-16-9-2353&seq=0&origin=search
156,Analysis of reflectance curve of turbid media and determination of the non-surface complex refractive index,"Sun, Jiwen; Wang, Jin; Ye, Qing; Mei, Jianchun; Zhou, Wenyuan; Zhang, Chunping; Tian, Jianguo",Optics Express 23(19) 24602-24611 ,2015,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-23-19-24602&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-19-24602&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-19-24602&seq=0&origin=search
157,Influence of total reflection on the imaging quality of optical systems: comment,"Stahlhofen, A. A.",Journal of the Optical Society of America A 23(1) 146-147 ,2006,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-23-1-146&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-23-1-146&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-23-1-146&seq=0&origin=search
158,Reflected image of a strongly focused spot,"Novotny, Lukas; Grober, Robert D.; Karrai, Khaled",Optics Letters 26(11) 789-791 ,2001,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-26-11-789&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-26-11-789&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-26-11-789&seq=0&origin=search
159,Analytical expression of giant Go os–Hänchen shift in terms of proper and improper modes in waveguide structures with arbitrary refractive index profile,"Alishahi, Fatemeh; Mehrany, Khashayar",Optics Letters 35(11) 1759-1761 ,2010,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-35-11-1759&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-35-11-1759&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-35-11-1759&seq=0&origin=search
160,Apparent causality paradox in frustrated Gires–Tournois interferometers,"Tournois, P.",Optics Letters 30(8) 815-817 ,2005,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-30-8-815&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-30-8-815&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-30-8-815&seq=0&origin=search
161,Reflection of a Gaussian beam at a nonlinear interface,"Tomlinson, W. J.; Gordon, J. P.; Smith, P. W.; Kaplan, A. E.",Applied Optics 21(11) 2041-2051 ,1982,https://www.osapublishing.org/ao/abstract.cfm?uri=ao-21-11-2041&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-21-11-2041&seq=0&html=true&origin=search,https://www.osapublishing.org/ao/viewmedia.cfm?URI=ao-21-11-2041&seq=0&origin=search
162,The Effective Thickness in Internal Reflection Spectroscopy,"Epstein, D. J.",Applied Spectroscopy 34(2) 233-235 ,1980,https://www.osapublishing.org//as/abstract.cfm?uri=as-34-2-233&origin=search,,https://www.osapublishing.org//as/viewmedia.cfm?URI=as-34-2-233&seq=0&origin=search
163,Reply to “Correction to the theory of the Goos-Hänchen shift by Lotsch” by C. K. Carniglia,"Lotsch, Helmut K. V.",Journal of the Optical Society of America 66(12) 1426-1426 ,1976,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-66-12-1426&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-66-12-1426&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-66-12-1426&seq=0&origin=search
164,Pulsed and CW Gaussian beam interactions with double negative metamaterial slabs,"Ziolkowski, Richard W.",Optics Express 11(7) 662-681   [Suppl. Mat. (9),2003,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-11-7-662&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-11-7-662&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-11-7-662&seq=0&origin=search
165,Fine structure in the reflection of cylindrical light beams,"Götte, Jörg; Dennis, Mark","The European Conference on Lasers and Electro-Optics, Paper# CLEB_P4 ",2011,https://www.osapublishing.org/abstract.cfm?uri=cleo_europe-2011-CLEB_P4&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=cleo_europe-2011-CLEB_P4&seq=0&origin=search
166,Fine structure in the reflection of cylindrical light beams,"Götte, Jörg; Dennis, Mark","European Quantum Electronics Conference, Paper# CLEB_P4 ",2011,https://www.osapublishing.org/abstract.cfm?uri=eqec-2011-CLEB_P4&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=eqec-2011-CLEB_P4&seq=0&origin=search
167,High sensitivity refractive index sensor based on adiabatic tapered optical fiber deposited with nanofilm by ALD,"Zhu, Shan; Pang, Fufei; Huang, Sujuan; Zou, Fang; Dong, Yanhua; Wang, Tingyun",Optics Express 23(11) 13880-13888 ,2015,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-23-11-13880&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-11-13880&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-23-11-13880&seq=0&origin=search
168,Observing angular deviations in light-beam reflection via weak measurements,"Jayaswal, G.; Mistura, G.; Merano, M.",Optics Letters 39(21) 6257-6260 ,2014,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-39-21-6257&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-39-21-6257&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-39-21-6257&seq=0&origin=search
169,Relationships between the Goos-Hänchen Shift and the Effective Thickness in Attenuated Total Reflection Spectroscopy,"Hirschfeld, Tomas",Applied Spectroscopy 31(3) 243-244 ,1977,https://www.osapublishing.org//as/abstract.cfm?uri=as-31-3-243&origin=search,,https://www.osapublishing.org//as/viewmedia.cfm?URI=as-31-3-243&seq=0&origin=search
170,Excitation of guided waves in layered structures with negative refraction,"Shadrivov, Ilya V.; Ziolkowski, Richard W.; Zharov, Alexander A.; Kivshar, Yuri S.",Optics Express 13(2) 481-492   [Suppl. Mat. (5),2005,https://www.osapublishing.org/oe/abstract.cfm?uri=oe-13-2-481&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-13-2-481&seq=0&html=true&origin=search,https://www.osapublishing.org/oe/viewmedia.cfm?URI=oe-13-2-481&seq=0&origin=search
171,Longitudinal and transverse displacements of a bounded microwave beam at total internal reflection,"Cowan, J. J.; Aničin, B.",Journal of the Optical Society of America 67(10) 1307-1314 ,1977,https://www.osapublishing.org/josa/abstract.cfm?uri=josa-67-10-1307&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-67-10-1307&seq=0&html=true&origin=search,https://www.osapublishing.org/josa/viewmedia.cfm?URI=josa-67-10-1307&seq=0&origin=search
172,Reflection and refraction of an Airy beam at a dielectric interface,"Chremmos, Ioannis D.; Efremidis, Nikolaos K.",Journal of the Optical Society of America A 29(6) 861-868 ,2012,https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-29-6-861&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-29-6-861&seq=0&html=true&origin=search,https://www.osapublishing.org/josaa/viewmedia.cfm?URI=josaa-29-6-861&seq=0&origin=search
173,Role of spatial coherence in Goos–Hänchen and Imbert–Fedorov shifts: reply to comment,"Aiello, Andrea; Woerdman, J. P.",Optics Letters 37(6) 1057-1057 ,2012,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-37-6-1057&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-37-6-1057&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-37-6-1057&seq=0&origin=search
174,Hysteresis transmission of evanescent waves in a composite nonlinear device,"Delfino, G.; Mormile, P.",Optics Letters 10(12) 618-620 ,1985,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-10-12-618&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-10-12-618&seq=0&html=true&origin=search,https://www.osapublishing.org/ol/viewmedia.cfm?URI=ol-10-12-618&seq=0&origin=search
175,Observing angular deviations in light beam reflection via weak measurements,"Merano, Michele; Jayaswal, Gaurav; Mistura, Giampaolo","Frontiers in Optics, Paper# FW1C.6 ",2014,https://www.osapublishing.org/abstract.cfm?uri=fio-2014-FW1C.6&origin=search,,https://www.osapublishing.org/viewmedia.cfm?URI=fio-2014-FW1C.6&seq=0&origin=search
